ARI,Group0,Group1
0.0,"aware, byōbu, chashitsu, en, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, tomeishi, torii, tsuboniwa, wabi_sabi","chigaidana, doma, engawa, fusuma, genkan, ma, mu, shōji, tokonoma, wabi"
0.0,"aware, byōbu, chashitsu, en, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, tomeishi, torii, tsuboniwa, wabi, wabi_sabi","chigaidana, doma, engawa, fusuma, genkan, ma, mu, sabi, shōji, tokonoma"
0.0,"aware, byōbu, chashitsu, en, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, tomeishi, torii, tsuboniwa, wabi_sabi","chigaidana, doma, engawa, fusuma, genkan, ma, sabi, shōji, tokonoma, wabi"
0.0,"aware, byōbu, chashitsu, en, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, tomeishi, torii, tsuboniwa, wabi","chigaidana, doma, engawa, fusuma, genkan, ma, mu, shōji, tokonoma, wabi_sabi"
0.0,"aware, byōbu, chashitsu, en, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, tomeishi, torii, tsuboniwa","chigaidana, doma, engawa, fusuma, genkan, ma, shōji, tokonoma, wabi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, en, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, tomeishi, torii, tsuboniwa, wabi","chigaidana, doma, engawa, fusuma, genkan, ma, sabi, shōji, tokonoma, wabi_sabi"
0.0,"aware, byōbu, chashitsu, doma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","chigaidana, en, engawa, fusuma, ma, mu, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, doma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi, wabi_sabi","chigaidana, en, engawa, fusuma, ma, mu, sabi, shōji, tokonoma, tomeishi"
0.0,"aware, byōbu, chashitsu, doma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","chigaidana, en, engawa, fusuma, ma, sabi, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, doma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","chigaidana, en, engawa, fusuma, ma, mu, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, doma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa","chigaidana, en, engawa, fusuma, ma, shōji, tokonoma, tomeishi, wabi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, doma, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","chigaidana, en, engawa, fusuma, ma, sabi, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, chigaidana, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","doma, en, engawa, fusuma, ma, mu, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, chigaidana, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi, wabi_sabi","doma, en, engawa, fusuma, ma, mu, sabi, shōji, tokonoma, tomeishi"
0.0,"aware, byōbu, chashitsu, chigaidana, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi_sabi","doma, en, engawa, fusuma, ma, sabi, shōji, tokonoma, tomeishi, wabi"
0.0,"aware, byōbu, chashitsu, chigaidana, genkan, haiden, hisashi, honden, ikezuishi, karesansui, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","doma, en, engawa, fusuma, ma, mu, shōji, tokonoma, tomeishi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, chigaidana, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sabi, sandō, shakkei, shimenawa, torii, tsuboniwa","doma, en, engawa, fusuma, ma, shōji, tokonoma, tomeishi, wabi, wabi_sabi"
0.0,"aware, byōbu, chashitsu, chigaidana, genkan, haiden, hisashi, honden, ikezuishi, karesansui, mu, roji, sandō, shakkei, shimenawa, torii, tsuboniwa, wabi","doma, en, engawa, fusuma, ma, sabi, shōji, tokonoma, tomeishi, wabi_sabi"
